,Age,Age_group,Education,Marital_Status,Income,Children,Dt_Customer,Recency,Wines,Fruits,Meat,Fish,Sweet,Gold,Total_Spending,NumDeals,NumWeb,NumCatalog,NumStore,NumWebVisits,Total_Purchases,Avg_spend,Cmp3,Cmp4,Cmp5,Cmp1,Cmp2,Complain,Response,Campaign_Accepted
1678,37,Middle Age,Postgraduate,Married,49544.0,1,2013-02-12,0,308,0,73,0,0,23,404,2,5,1,8,7,14,7.0,0,0,0,0,0,0,0,0
1679,34,Middle Age,Graduate,Married,33228.0,1,2014-01-23,28,22,2,31,7,4,5,71,1,2,0,3,7,5,5.0,0,0,0,0,0,0,0,0
1680,35,Middle Age,Graduate,Married,70440.0,0,2013-10-08,49,690,117,499,76,102,88,1572,1,5,10,7,3,22,22.0,0,0,0,1,0,0,0,1
1681,43,Middle Age,Graduate,Married,38232.0,2,2014-01-17,84,43,5,28,7,6,33,122,4,3,1,3,5,7,1.75,0,0,0,0,0,0,0,0
1682,57,Adult,Postgraduate,Married,22554.0,2,2012-11-03,38,27,0,10,0,0,4,41,4,2,0,4,5,6,1.5,0,0,0,0,0,0,0,0
1683,31,Middle Age,Postgraduate,Married,23536.0,1,2014-06-04,53,6,0,3,0,0,1,10,1,0,0,3,3,3,3.0,0,0,0,0,0,0,0,0
1684,61,Adult,Graduate,Married,49413.0,1,2013-10-25,88,205,7,41,3,2,46,304,2,4,2,5,5,11,5.5,0,0,0,0,0,0,0,0
1685,45,Adult,Graduate,Married,42231.0,2,2014-03-25,99,24,0,8,0,1,4,37,1,1,0,3,5,4,4.0,0,0,0,0,0,0,0,0
1686,32,Middle Age,Postgraduate,Divorced,78789.0,0,2012-08-08,12,667,50,850,21,83,83,1754,1,4,6,5,2,15,15.0,0,0,0,0,0,0,1,1
1687,45,Adult,Graduate,Married,56534.0,1,2013-07-23,35,691,7,61,10,0,46,815,4,10,4,7,8,21,5.25,0,1,0,0,1,0,1,3
1688,42,Middle Age,Graduate,Single,58350.0,1,2013-01-04,5,493,26,206,116,80,80,1001,4,8,3,12,6,23,5.75,0,0,0,0,0,0,0,0
1690,62,Adult,Graduate,Single,49090.0,1,2013-07-19,45,494,5,82,7,0,100,688,3,7,2,9,7,18,6.0,0,0,0,0,0,0,0,0
1691,26,Middle Age,Postgraduate,Divorced,61787.0,0,2013-07-06,71,621,73,414,78,48,85,1319,1,8,4,6,5,18,18.0,0,0,0,0,0,0,0,0
1692,28,Middle Age,Postgraduate,Married,18169.0,1,2013-02-19,40,9,0,5,0,0,7,21,1,1,0,2,8,3,3.0,0,0,0,0,0,0,0,0
1693,31,Middle Age,Postgraduate,Single,24336.0,1,2012-08-27,82,1,6,2,8,2,12,31,1,1,0,2,7,3,3.0,0,0,0,0,0,0,0,0
1694,22,Young Adult,Graduate,Married,18222.0,0,2012-12-31,70,12,4,19,12,6,14,67,1,2,0,3,8,5,5.0,0,0,0,0,0,0,0,0
1695,61,Adult,Graduate,Divorced,62335.0,1,2013-05-23,87,243,131,217,85,6,26,708,2,3,3,13,2,19,9.5,0,0,0,0,0,0,0,0
1696,41,Middle Age,Postgraduate,Married,42033.0,2,2012-09-19,95,11,1,4,2,0,7,25,1,1,0,2,7,3,3.0,0,0,0,0,0,0,0,0
1697,30,Middle Age,Postgraduate,Married,86580.0,0,2013-02-27,72,532,21,127,26,20,20,746,0,4,2,5,1,11,inf,0,0,1,0,0,0,0,1
1698,55,Adult,Postgraduate,Divorced,41437.0,2,2012-09-22,5,29,0,2,0,0,1,32,1,1,0,3,7,4,4.0,0,0,0,0,0,0,0,0
1699,63,Adult,Postgraduate,Widow,73705.0,2,2014-03-05,86,612,91,520,258,107,107,1695,2,9,6,8,5,23,11.5,0,0,0,0,0,0,0,0
1700,36,Middle Age,Graduate,Married,61064.0,1,2012-08-31,80,387,126,342,0,45,180,1080,5,8,4,11,6,23,4.6,0,0,0,0,0,0,0,0
1702,24,Young Adult,Graduate,Single,18358.0,1,2013-11-20,49,6,8,19,16,4,4,57,3,3,0,4,7,7,2.3333333333333335,0,0,0,0,0,0,0,0
1703,41,Middle Age,Postgraduate,Married,55012.0,1,2014-03-21,85,582,0,65,0,0,13,660,6,8,2,9,5,19,3.1666666666666665,0,0,0,0,0,0,0,0
1704,39,Middle Age,Basic,Married,9722.0,1,2012-10-02,7,6,17,16,6,16,42,103,4,3,1,3,8,7,1.75,0,0,0,0,0,0,1,1
1705,29,Middle Age,Postgraduate,Married,38175.0,1,2013-09-23,6,70,6,69,2,3,3,153,3,3,1,4,7,8,2.6666666666666665,0,0,0,0,0,0,0,0
1706,56,Adult,Postgraduate,Married,58656.0,1,2012-09-20,25,962,12,194,16,24,12,1220,4,7,8,13,6,28,7.0,0,0,1,0,0,0,0,1
1707,47,Adult,Graduate,Married,52117.0,1,2012-08-16,55,112,10,107,30,0,20,279,2,5,2,4,7,11,5.5,0,0,0,0,0,0,0,0
1708,36,Middle Age,Graduate,Married,64813.0,1,2014-01-02,81,293,0,124,179,97,52,745,1,7,2,10,5,19,19.0,0,0,0,0,0,0,0,0
1709,41,Middle Age,Postgraduate,Married,54222.0,1,2014-03-01,98,199,12,31,3,12,7,264,1,3,3,5,3,11,11.0,0,0,0,0,0,0,0,0
1710,28,Middle Age,Graduate,Married,83512.0,0,2014-06-17,31,1060,61,835,80,20,101,2157,1,4,7,10,1,21,21.0,1,0,1,1,1,0,1,5
1711,54,Adult,Postgraduate,Married,77520.0,1,2013-08-28,30,940,44,396,0,88,58,1526,1,8,7,7,4,22,22.0,1,0,1,1,0,0,1,4
1712,35,Middle Age,Graduate,Married,41154.0,1,2013-04-09,98,44,2,11,2,3,7,69,1,1,0,4,5,5,5.0,0,0,0,0,0,0,0,0
1713,46,Adult,Graduate,Married,80398.0,0,2012-11-10,92,342,51,936,207,35,26,1597,1,5,8,12,3,25,25.0,0,0,1,0,0,0,0,1
1714,22,Young Adult,Basic,Single,18746.0,1,2014-05-29,41,2,10,11,12,9,20,64,2,3,0,3,6,6,3.0,0,0,0,0,0,0,0,0
1715,28,Middle Age,Graduate,Married,35196.0,1,2012-11-13,68,75,12,141,43,39,187,497,6,6,1,5,8,12,2.0,0,0,0,0,0,0,0,0
1716,57,Adult,Graduate,Single,60230.0,1,2013-05-20,78,520,20,367,39,81,40,1067,2,6,3,6,5,15,7.5,0,0,0,0,0,0,0,0
1717,37,Middle Age,Graduate,Married,22108.0,2,2014-05-08,46,5,3,9,6,2,6,31,2,2,0,3,7,5,2.5,0,0,0,0,0,0,0,0
1718,39,Middle Age,Graduate,Married,44392.0,2,2013-09-05,71,87,5,71,7,12,29,211,5,4,1,4,7,9,1.8,0,0,0,0,0,0,0,0
1719,36,Middle Age,Postgraduate,Married,55424.0,1,2012-11-25,6,462,61,184,10,53,107,877,4,7,5,9,6,21,5.25,1,0,0,0,0,0,1,2
1720,34,Middle Age,Graduate,Married,17688.0,1,2013-01-13,82,2,2,1,3,1,2,11,1,1,0,2,8,3,3.0,0,0,0,0,0,1,0,0
1721,30,Middle Age,Postgraduate,Married,92491.0,0,2013-05-01,71,979,44,935,29,25,22,2034,1,7,5,12,3,24,24.0,0,1,1,1,0,0,1,4
1722,22,Young Adult,Graduate,Single,90273.0,0,2013-12-14,32,704,129,853,120,74,111,1991,1,5,6,7,2,18,18.0,0,1,1,1,0,0,1,4
1723,52,Adult,Postgraduate,Widow,82571.0,0,2014-04-02,28,861,31,558,62,95,79,1686,0,6,5,13,2,24,inf,0,0,1,0,0,0,0,1
1724,32,Middle Age,Postgraduate,Single,38513.0,1,2014-01-28,20,172,3,115,16,0,18,324,5,6,1,5,8,12,2.4,0,0,0,0,0,0,1,1
1725,35,Middle Age,Postgraduate,Single,16653.0,1,2014-04-18,10,5,7,31,15,4,7,69,3,2,1,3,6,6,2.0,0,0,0,0,0,0,1,1
1726,57,Adult,Graduate,Married,42586.0,2,2012-10-29,7,194,2,56,0,0,0,252,5,4,1,6,8,11,2.2,0,0,0,0,0,0,1,1
1727,48,Adult,Basic,Single,23529.0,1,2013-01-07,67,9,7,13,3,2,20,54,1,1,1,2,6,4,4.0,0,0,0,0,0,0,0,0
1729,62,Adult,Graduate,Married,71107.0,1,2013-02-17,61,533,10,217,198,174,195,1327,2,7,6,13,4,26,13.0,0,0,0,0,0,0,0,0
1730,50,Adult,Postgraduate,Married,46910.0,2,2014-03-23,36,48,0,14,0,0,6,68,2,2,0,3,6,5,2.5,0,0,0,0,0,0,0,0
1732,58,Adult,Graduate,Divorced,37244.0,2,2013-04-27,90,18,2,10,0,0,25,55,1,1,1,2,7,4,4.0,1,0,0,0,0,0,0,1
1733,48,Adult,Graduate,Married,82427.0,0,2014-03-12,35,482,147,509,104,107,107,1456,1,3,5,12,1,20,20.0,0,0,1,0,0,0,0,1
1734,55,Adult,Postgraduate,Single,75342.0,1,2013-05-06,38,204,97,97,21,118,26,563,1,5,2,10,4,17,17.0,0,0,0,0,0,0,0,0
1735,59,Adult,Graduate,Divorced,70044.0,1,2013-02-18,46,1073,0,250,153,14,14,1504,4,7,10,5,5,22,5.5,0,0,0,0,0,0,0,0
1737,50,Adult,Graduate,Married,77437.0,0,2013-11-26,70,560,21,442,29,44,29,1125,1,4,5,13,1,22,22.0,0,0,1,0,0,0,0,1
1738,55,Adult,Graduate,Married,54984.0,1,2014-05-24,51,173,13,131,32,3,6,358,4,6,1,6,7,13,3.25,0,0,0,1,0,0,0,1
1739,42,Middle Age,Postgraduate,Married,42403.0,1,2013-12-11,18,22,1,11,0,5,3,42,1,1,0,3,8,4,4.0,0,0,0,0,0,0,0,0
1740,50,Adult,Graduate,Married,55761.0,1,2014-04-24,97,136,1,12,0,3,32,184,2,4,1,3,6,8,4.0,0,1,0,0,0,0,0,1
1741,30,Middle Age,Graduate,Married,37292.0,1,2013-04-18,32,275,0,86,10,23,66,460,5,6,3,5,8,14,2.8,0,0,0,0,0,0,0,0
1742,69,Elderly,Postgraduate,Single,45576.0,0,2014-05-28,9,56,19,29,2,14,25,145,1,3,1,3,8,7,7.0,0,0,0,0,0,0,1,1
1743,66,Elderly,Graduate,Married,70321.0,0,2013-01-16,6,303,23,751,82,26,191,1376,1,6,5,13,4,24,24.0,0,0,0,0,0,0,1,1
1744,44,Middle Age,Postgraduate,Divorced,58086.0,1,2013-01-20,80,708,7,62,0,0,15,792,2,11,3,7,8,21,10.5,0,0,0,0,0,0,0,0
1745,60,Adult,Graduate,Married,81795.0,0,2012-10-26,74,324,132,693,27,118,88,1382,1,4,11,7,2,22,22.0,0,0,0,0,0,0,0,0
1746,65,Elderly,Basic,Married,28389.0,0,2012-11-20,49,1,5,3,7,4,8,28,1,1,0,2,7,3,3.0,0,0,0,0,0,0,0,0
1748,44,Middle Age,Graduate,Divorced,69901.0,1,2013-05-29,95,312,21,206,102,92,149,882,3,7,3,10,5,20,6.666666666666667,0,0,0,0,0,0,0,0
1749,64,Adult,Postgraduate,Married,80360.0,0,2013-03-03,56,1493,86,454,112,43,43,2231,2,4,4,5,2,13,6.5,0,1,1,1,0,0,0,3
1750,51,Adult,Postgraduate,Married,63342.0,1,2012-10-16,48,918,21,118,13,10,21,1101,3,8,3,5,6,16,5.333333333333333,0,1,0,0,0,0,1,2
1752,34,Middle Age,Postgraduate,Single,31859.0,1,2014-02-27,3,3,4,7,15,8,11,48,1,1,0,3,7,4,4.0,0,0,0,0,0,0,0,0
1753,64,Adult,Postgraduate,Widow,51569.0,1,2013-02-12,39,380,0,47,6,0,34,467,4,7,1,7,8,15,3.75,0,1,0,0,0,0,1,2
1755,34,Middle Age,Basic,Single,16014.0,2,2013-03-17,42,3,9,4,7,8,7,38,4,1,1,4,3,6,1.5,0,0,0,0,0,0,0,0
1756,45,Adult,Graduate,Married,41120.0,2,2013-11-06,80,24,2,23,0,8,24,81,3,2,1,3,6,6,2.0,0,0,0,0,0,0,0,0
1757,42,Middle Age,Postgraduate,Single,39763.0,1,2013-08-04,9,80,1,60,4,6,16,167,2,5,1,2,9,8,4.0,0,0,0,0,0,0,1,1
1758,59,Adult,Postgraduate,Married,38725.0,2,2014-05-10,52,31,0,6,2,1,5,45,2,1,0,4,4,5,2.5,0,0,0,0,0,0,0,0
1759,41,Middle Age,Graduate,Married,77981.0,1,2013-05-26,78,138,120,204,16,126,60,664,3,7,4,7,5,18,6.0,0,0,0,0,0,0,0,0
1760,49,Adult,Postgraduate,Married,62905.0,1,2013-09-10,68,166,75,96,119,107,59,622,3,7,2,8,4,17,5.666666666666667,0,0,0,0,0,0,0,0
1761,34,Middle Age,Postgraduate,Divorced,13533.0,1,2013-03-10,45,12,3,8,8,0,17,48,2,2,0,3,7,5,2.5,0,0,0,0,0,0,0,0
1762,38,Middle Age,Graduate,Married,59481.0,1,2013-10-23,47,178,3,85,71,66,58,461,2,3,3,8,2,14,7.0,0,0,0,0,0,0,0,0
1763,36,Middle Age,Graduate,Married,72117.0,1,2013-08-20,34,707,20,171,65,60,50,1073,1,9,7,9,5,25,25.0,0,0,0,0,0,0,0,0
1764,27,Middle Age,Postgraduate,Married,21955.0,1,2013-09-07,81,5,1,7,17,14,11,55,2,2,1,3,6,6,3.0,0,0,0,0,0,0,0,0
1765,57,Adult,Graduate,Married,67131.0,1,2013-03-26,72,465,71,250,93,35,62,976,3,9,2,12,6,23,7.666666666666667,0,0,0,0,0,0,0,0
1766,34,Middle Age,Postgraduate,Single,36802.0,1,2014-06-16,23,16,1,2,0,0,1,20,1,1,0,3,5,4,4.0,0,0,0,0,0,0,0,0
1769,38,Middle Age,Postgraduate,Married,47808.0,1,2013-10-20,30,123,1,26,2,0,72,224,2,3,2,3,7,8,4.0,1,0,0,0,0,0,0,1
1770,38,Middle Age,Postgraduate,Divorced,25509.0,1,2012-09-18,15,40,3,30,10,7,11,101,3,3,0,3,9,6,2.0,0,0,0,0,0,0,1,1
1773,61,Adult,Postgraduate,Married,85431.0,0,2013-06-08,54,376,53,462,168,53,53,1165,1,2,7,7,0,16,16.0,0,0,0,0,0,0,0,0
1774,47,Adult,Graduate,Married,42664.0,1,2014-03-18,44,21,0,3,0,0,0,24,1,1,0,3,6,4,4.0,0,0,0,0,0,0,0,0
1777,35,Middle Age,Postgraduate,Married,28973.0,0,2012-10-13,59,206,0,46,3,2,12,269,2,5,1,5,8,11,5.5,0,0,0,0,0,0,0,0
1778,40,Middle Age,Postgraduate,Married,39435.0,1,2013-08-06,16,71,0,18,0,0,13,102,1,3,1,2,7,6,6.0,0,0,0,0,0,0,0,0
1779,29,Middle Age,Postgraduate,Married,65370.0,0,2013-08-01,1,71,22,112,138,89,29,461,1,2,3,13,1,18,18.0,0,0,0,0,0,0,0,0
1780,33,Middle Age,Basic,Single,20194.0,1,2012-12-17,64,0,4,7,11,10,15,47,2,2,0,3,6,5,2.5,0,0,0,0,0,0,0,0
1781,38,Middle Age,Postgraduate,Single,42473.0,2,2014-02-17,72,93,1,21,0,4,25,144,3,2,1,4,5,7,2.3333333333333335,0,0,0,0,0,0,0,0
1782,44,Middle Age,Graduate,Married,64590.0,0,2012-10-14,98,920,138,168,36,46,30,1338,1,9,4,10,6,23,23.0,0,0,0,0,0,0,0,0
1783,54,Adult,Graduate,Married,71232.0,1,2013-11-28,91,653,17,170,34,26,17,917,2,11,2,10,7,23,11.5,0,0,0,0,0,0,0,0
1784,42,Middle Age,Graduate,Married,34600.0,2,2013-01-01,8,199,33,60,8,3,15,318,5,5,2,5,8,12,2.4,0,0,0,0,0,0,1,1
1785,45,Adult,Graduate,Single,46904.0,2,2012-11-03,20,153,4,56,0,9,31,253,4,5,1,4,8,10,2.5,0,0,0,0,0,0,0,0
1786,39,Middle Age,Graduate,Married,49094.0,1,2012-09-21,6,376,0,38,11,8,69,502,5,6,3,6,6,15,3.0,0,0,0,0,0,0,0,0
1787,30,Middle Age,Graduate,Married,36075.0,1,2013-12-09,54,46,0,30,12,1,30,119,1,2,0,4,6,6,6.0,0,0,0,0,0,0,0,0
1788,33,Middle Age,Postgraduate,Married,60839.0,2,2012-08-28,72,600,21,128,223,150,128,1250,13,2,2,12,8,16,1.2307692307692308,0,0,0,0,0,0,0,0
1792,51,Adult,Postgraduate,Married,82122.0,0,2013-08-15,89,734,22,350,151,25,100,1382,1,3,9,13,1,25,25.0,0,0,1,0,0,0,0,1
1794,61,Adult,Graduate,Married,34074.0,2,2013-07-13,69,135,1,41,10,1,67,255,5,3,3,3,6,9,1.8,1,0,0,0,0,0,0,1
1795,53,Adult,Postgraduate,Married,28520.0,2,2013-06-14,55,11,0,10,0,2,20,43,1,1,1,2,6,4,4.0,0,0,0,0,0,0,0,0
1796,58,Adult,Graduate,Single,62535.0,1,2013-10-03,13,163,48,90,0,45,52,398,1,3,2,8,3,13,13.0,0,0,0,0,0,0,0,0
1797,37,Middle Age,Postgraduate,Single,36273.0,1,2014-04-16,80,29,3,30,3,2,9,76,2,3,0,3,6,6,3.0,0,0,0,0,0,0,0,0
1798,50,Adult,Graduate,Married,63404.0,2,2014-06-06,97,734,26,70,11,44,17,902,2,6,3,4,4,13,6.5,0,0,0,1,0,0,0,1
1800,38,Middle Age,Graduate,Married,78416.0,1,2014-06-27,99,453,38,279,188,38,183,1179,2,7,7,10,3,24,12.0,0,0,0,0,0,0,0,0
1801,38,Middle Age,Graduate,Married,75702.0,1,2012-10-14,87,1073,0,629,145,37,37,1921,1,10,5,13,6,28,28.0,0,0,1,0,0,0,0,1
1802,62,Adult,Postgraduate,Married,59385.0,2,2013-04-28,85,135,0,10,0,4,36,185,2,3,1,4,5,8,4.0,0,0,0,0,0,0,0,0
1804,63,Adult,Graduate,Married,44689.0,2,2014-01-10,82,18,0,5,0,0,11,34,2,1,1,2,7,4,2.0,1,0,0,0,0,0,0,1
1806,47,Adult,Postgraduate,Single,7144.0,2,2013-12-07,92,81,4,33,5,2,291,416,0,23,1,1,0,25,inf,0,0,0,0,0,0,0,0
1808,58,Adult,Graduate,Married,90369.0,0,2014-04-28,2,292,51,981,224,23,17,1588,1,4,6,6,1,16,16.0,0,0,0,0,0,0,1,1
1809,38,Middle Age,Postgraduate,Single,63159.0,0,2012-11-05,74,965,34,586,89,86,37,1797,1,3,5,8,3,16,16.0,1,0,0,0,0,0,0,1
1811,49,Adult,Postgraduate,Single,46757.0,1,2012-11-16,71,777,30,163,0,51,122,1143,6,4,4,7,9,15,2.5,0,0,0,0,0,0,0,0
1812,45,Adult,Postgraduate,Married,79734.0,0,2014-06-28,72,572,8,232,23,62,17,914,1,4,3,6,1,13,13.0,0,0,0,1,0,0,0,1
1813,21,Young Adult,Graduate,Married,63207.0,0,2013-01-20,68,438,169,565,91,169,70,1502,1,2,3,6,7,11,11.0,0,0,0,1,0,0,0,1
1814,59,Adult,Graduate,Divorced,72071.0,1,2013-02-14,4,531,69,300,150,138,150,1338,3,5,4,8,2,17,5.666666666666667,0,0,0,0,0,0,0,0
1815,30,Middle Age,Postgraduate,Married,21840.0,1,2013-07-21,80,17,0,9,0,0,1,27,1,1,0,3,9,4,4.0,0,0,0,0,0,0,0,0
1816,31,Middle Age,Postgraduate,Married,58582.0,1,2013-09-28,15,402,35,106,101,77,42,763,2,9,2,9,5,20,10.0,0,1,0,0,0,0,0,1
1817,62,Adult,Graduate,Single,72282.0,0,2013-07-19,70,503,27,419,90,139,153,1331,1,5,7,9,7,21,21.0,0,0,0,0,0,0,1,1
1818,57,Adult,Graduate,Married,50387.0,2,2013-08-31,91,369,9,87,12,14,34,525,3,6,2,8,5,16,5.333333333333333,0,0,0,0,0,0,0,0
1819,53,Adult,Postgraduate,Married,32583.0,2,2014-06-15,10,5,0,3,0,0,1,9,1,1,0,2,7,3,3.0,0,0,0,0,0,0,0,0
1820,52,Adult,Graduate,Married,62568.0,1,2014-04-07,99,362,17,398,80,35,61,953,3,5,3,5,4,13,4.333333333333333,0,0,0,1,0,0,0,1
1821,42,Middle Age,Postgraduate,Divorced,44635.0,2,2013-10-11,25,56,0,9,0,0,3,68,2,2,0,3,7,5,2.5,0,0,0,0,0,0,0,0
1823,45,Adult,Graduate,Married,63967.0,1,2013-08-09,57,387,84,141,73,35,162,882,3,4,4,12,2,20,6.666666666666667,0,0,0,0,0,0,0,0
1824,34,Middle Age,Postgraduate,Married,52513.0,0,2012-09-04,84,367,17,241,104,188,232,1149,2,9,5,9,7,23,11.5,0,0,0,0,0,0,0,0
1825,44,Middle Age,Graduate,Married,25293.0,1,2013-09-15,51,15,0,11,0,2,9,37,1,1,1,2,8,4,4.0,0,0,0,0,0,0,0,0
1826,48,Adult,Postgraduate,Widow,54111.0,1,2013-08-25,97,267,6,54,8,3,50,388,2,5,2,6,5,13,6.5,0,0,0,0,0,0,0,0
1827,27,Middle Age,Graduate,Married,78394.0,0,2013-02-15,13,298,27,697,216,24,166,1428,1,4,6,5,2,15,15.0,0,0,0,0,0,0,1,1
1828,55,Adult,Postgraduate,Married,80739.0,0,2013-05-23,92,674,92,736,39,0,92,1633,1,3,11,9,1,23,23.0,0,0,0,0,0,0,0,0
1829,38,Middle Age,Postgraduate,Married,22669.0,1,2013-05-22,30,16,14,36,37,22,48,173,3,4,1,2,9,7,2.3333333333333335,0,0,0,0,0,0,1,1
1830,26,Middle Age,Graduate,Single,29236.0,1,2013-10-08,30,37,4,24,16,9,9,99,2,4,0,3,9,7,3.5,0,0,0,0,0,0,0,0
1831,54,Adult,Graduate,Married,44911.0,1,2013-03-15,11,159,0,22,2,1,31,215,3,4,1,4,7,9,3.0,0,0,0,0,0,0,0,0
1832,51,Adult,Postgraduate,Married,54693.0,1,2013-02-17,72,686,17,142,23,26,35,929,8,6,4,13,6,23,2.875,0,0,0,0,0,0,0,0
1833,40,Middle Age,Graduate,Married,48186.0,1,2014-03-20,39,97,3,66,12,7,34,219,3,4,1,4,7,9,3.0,0,0,0,0,0,0,0,0
1834,36,Middle Age,Graduate,Married,54809.0,2,2013-09-11,0,63,6,57,13,13,22,174,4,2,1,5,4,8,2.0,0,0,0,0,0,0,1,1
1835,34,Middle Age,Graduate,Married,41580.0,2,2012-12-10,15,56,5,24,4,0,3,92,3,2,1,3,5,6,2.0,0,0,0,0,0,0,0,0
1836,43,Middle Age,Postgraduate,Married,80336.0,0,2013-09-09,12,209,19,456,160,142,66,1052,1,2,9,13,1,24,24.0,0,0,0,0,0,0,0,0
1837,56,Adult,Graduate,Married,47743.0,1,2013-03-22,56,198,2,43,0,12,20,275,3,4,1,6,6,11,3.6666666666666665,0,1,0,0,0,0,0,1
1838,57,Adult,Postgraduate,Married,62972.0,1,2012-08-03,39,313,15,47,20,0,192,587,2,7,4,3,6,14,7.0,0,0,0,0,0,0,0,0
1839,58,Adult,Postgraduate,Divorced,57333.0,1,2012-09-22,55,941,14,397,76,58,176,1662,11,8,5,9,6,22,2.0,0,0,0,0,0,0,1,1
1840,31,Middle Age,Postgraduate,Married,32313.0,1,2013-02-11,60,86,4,56,2,4,7,159,3,4,0,4,9,8,2.6666666666666665,0,0,0,0,0,0,0,0
1841,60,Adult,Postgraduate,Widow,84953.0,0,2013-06-03,73,167,48,602,63,72,72,1024,1,3,10,4,2,17,17.0,0,1,1,1,0,0,1,4
1842,46,Adult,Postgraduate,Divorced,27071.0,1,2014-04-23,90,8,3,19,0,2,3,35,2,2,0,3,6,5,2.5,0,0,0,0,0,0,0,0
1843,56,Adult,Postgraduate,Married,68148.0,0,2013-08-31,86,389,66,408,37,57,85,1042,1,4,4,6,2,14,14.0,0,0,0,0,0,0,0,0
1844,48,Adult,Postgraduate,Married,65735.0,2,2013-12-07,37,239,7,119,4,15,11,395,5,6,2,6,7,14,2.8,0,0,0,0,0,0,0,0
1845,37,Middle Age,Postgraduate,Married,86836.0,0,2012-09-12,7,179,21,273,0,21,63,557,1,6,10,6,5,22,22.0,1,0,1,1,0,0,1,4
1846,51,Adult,Postgraduate,Married,4023.0,2,2014-06-23,29,5,0,1,1,1,1,9,15,0,0,0,19,0,0.0,0,0,0,0,0,0,0,0
1847,23,Young Adult,Graduate,Married,30093.0,0,2013-07-08,19,2,6,28,13,4,16,69,1,2,0,3,7,5,5.0,0,0,0,0,0,0,0,0
1848,48,Adult,Postgraduate,Married,57705.0,1,2014-01-11,14,383,0,53,6,4,40,486,3,8,1,6,6,15,5.0,0,0,0,0,0,0,0,0
1849,26,Middle Age,Graduate,Single,25008.0,1,2014-02-02,72,2,8,8,6,1,9,34,2,1,0,3,8,4,2.0,0,0,0,0,0,0,0,0
1850,17,Young Adult,Postgraduate,Single,83257.0,0,2012-09-18,56,536,27,590,38,107,67,1365,1,5,10,12,6,27,27.0,1,0,1,0,0,1,1,3
1851,38,Middle Age,Graduate,Married,22280.0,1,2013-05-19,85,2,1,4,3,1,2,13,1,1,0,2,8,3,3.0,0,0,0,0,0,0,0,0
1852,34,Middle Age,Postgraduate,Married,72159.0,0,2012-10-29,62,322,53,899,34,40,53,1401,1,4,6,10,2,20,20.0,0,0,0,0,0,0,0,0
1853,52,Adult,Graduate,Married,64260.0,0,2013-01-11,1,539,169,816,20,0,30,1574,1,4,5,4,3,13,13.0,0,0,0,0,0,0,1,1
1854,29,Middle Age,Postgraduate,Single,82733.0,0,2013-09-10,28,712,50,420,65,38,38,1323,1,8,4,7,4,19,19.0,0,0,0,0,0,0,1,1
1855,42,Middle Age,Postgraduate,Divorced,74290.0,1,2013-08-12,70,1121,0,72,0,12,12,1217,4,10,8,10,6,28,7.0,0,1,0,1,0,0,0,2
1856,61,Adult,Postgraduate,Single,58217.0,3,2012-11-17,84,68,1,13,3,5,13,103,1,2,0,4,6,6,6.0,0,0,0,0,0,0,0,0
1857,37,Middle Age,Postgraduate,Married,21024.0,0,2013-07-04,89,36,4,18,6,2,18,84,1,2,0,4,7,6,6.0,0,0,0,0,0,0,0,0
1858,41,Middle Age,Postgraduate,Married,70116.0,0,2013-01-26,73,707,44,603,95,58,29,1536,1,2,8,12,1,22,22.0,0,0,0,0,0,0,0,0
1859,27,Middle Age,Graduate,Married,54006.0,1,2012-09-18,42,174,77,203,6,24,97,581,2,8,1,7,7,16,8.0,0,0,0,0,0,0,0,0
1860,46,Adult,Postgraduate,Married,69063.0,1,2012-11-07,16,666,35,124,69,8,26,928,1,5,3,5,3,13,13.0,0,0,0,0,0,0,0,0
1861,38,Middle Age,Postgraduate,Divorced,11448.0,0,2013-12-15,16,0,0,0,6,2,6,14,1,1,0,2,6,3,3.0,0,0,0,0,0,0,0,0
1863,42,Middle Age,Graduate,Married,70886.0,1,2013-10-14,65,407,70,239,103,88,53,960,1,5,4,4,2,13,13.0,0,0,0,0,0,0,0,0
1865,39,Middle Age,Graduate,Widow,60208.0,2,2012-10-07,13,488,23,71,15,0,59,656,11,8,3,7,7,18,1.6363636363636365,0,1,0,0,0,0,1,2
1866,45,Adult,Postgraduate,Married,32889.0,2,2013-09-06,78,28,0,13,4,2,8,55,3,2,1,3,5,6,2.0,0,0,0,0,0,0,0,0
1867,30,Middle Age,Graduate,Single,34738.0,1,2014-05-11,51,3,2,10,3,0,2,20,1,1,0,3,6,4,4.0,0,0,0,0,0,0,0,0
1868,41,Middle Age,Postgraduate,Married,30538.0,1,2012-10-01,27,284,0,52,8,3,20,367,4,9,0,4,10,13,3.25,0,0,0,0,0,0,0,0
1869,37,Middle Age,Postgraduate,Married,82326.0,0,2014-03-10,30,938,142,754,159,81,183,2257,1,5,10,6,2,21,21.0,0,1,1,1,0,0,1,4
1870,47,Adult,Postgraduate,Divorced,26642.0,1,2014-03-01,71,13,2,15,2,2,8,42,2,2,0,3,6,5,2.5,0,0,0,0,0,0,0,0
1871,49,Adult,Graduate,Divorced,69932.0,1,2013-06-12,97,412,172,153,150,105,57,1049,2,7,6,11,4,24,12.0,0,0,0,0,0,0,0,0
